CVE_ENT_1,CVE_MUN_1,CVE_LOC,NOMLOC,AGEB
21,051,0053,La Palma (El Trinquete),0088
21,051,0002,Ahuehuetzingo,0088
21,051,0021,San Miguel la Toma,0073
21,058,0038,Barrio del Corazón de Jesús Tercera Sección,0021
21,058,0015,San Miguel Calixitla (Miguel Hidalgo),0021
21,058,0037,Teteltitla,0036
21,063,0015,San Manuel la Puerta,0036
30,128,0007,La Gloria,0084
21,070,0009,Quetzalapa (San Baltazar Quetzalapa),0011
21,070,0013,Tochmatzintla,0026
12,070,0006,Xihuitlipa,0192
21,098,0005,San Luis Tehuizotla,0027
21,152,0015,Colonia Benito Juárez,0019
21,106,0002,Santiago Coltzingo,0054
21,154,0047,Rancho el Laurel (El Laurel),0066
21,156,0216,Colonia 18 de Marzo,0249
21,194,0070,Las Palmitas,0038
21,098,0005,San Luis Tehuizotla,0027
21,212,0021,Rosa de Castilla,0023
21,211,0004,San José Buenavista,0026
21,208,0069,Las Lajas Primera Sección,004A
21,208,0022,Nanacamila,004A
21,008,0006,Laguna Seca,0015
21,208,0072,Metepec Primera Sección,004A
21,004,0008,San Sebastián Teteles,0073
21,044,0032,Texcal,0134
21,212,0027,El Tepeyac,0023
21,069,0021,Santiago Tetla,0063
21,185,0002,Santo Domingo Ayotlicha,0024
21,069,0004,Champusco (Secundaria Técnica Número 4) [Escuela],003A
21,069,0015,San Juan Bautista,003A
21,069,0012,El Progreso,003A
21,019,0052,La Sabana (San Juan la Sabana),0199
21,166,0021,El Paraíso,0029
21,166,0015,El Pedregal,0029
21,085,0015,San Lucas Colucan,0137
21,085,0003,El Aguacate,0137
21,087,0005,Santiago Mitepec,0076
21,094,0029,San José la Libertad,0028
21,065,0009,San José Buenavista,0030
21,115,0026,Ejido Palmarito,0053
21,129,0003,San José Axuxco,0059
21,070,0011,Tepanacitla (Guadalupe Tepanacitla),0026
21,153,0013,Aquiles Serdán,0035
21,036,0016,Xocotla,001A
21,213,0013,Ocomantla,0016
21,019,0071,San Juan Tejaluca,0752
21,069,0022,Soledad Morelos,003A
21,083,0006,Las Barrancas,0043
29,004,0006,La Garita,0027
21,083,0062,Almeya,0024
21,016,0020,Pachuquilla,0017
21,016,0015,El Terrero,0017
21,174,0045,Sección 23,043A
21,085,0009,San José las Bocas,0067
21,085,0010,San Pedro Calantla,0067
21,123,0007,Pachoc,0017
21,099,0011,Puerta Cañada,0043
21,099,0012,San Antonio Soledad,0043
21,111,0009,Cayhuapan,0069
21,111,0026,San Antonio,004A
20,340,0006,San Miguel Ixtápam,0048
21,155,0007,Quicayán,0025
21,120,0002,Colonia Cuitlaxtepec,002A
21,166,0010,Xoyatla,0014
21,166,0010,Xoyatla,0014
21,074,0071,Los Volcanes,0097
21,164,0015,San Lorenzo Joya de Rodríguez,0081
21,208,0009,Cuacuila,0092
21,175,0003,San Baltazar Atlimeyaya,0028
21,177,0028,Tecoxtle,0376
21,177,0010,San José Buenavista,0056
21,177,0018,San Francisco Esperilla,0056
21,093,0023,San Isidro,004A
21,049,0014,San Lorenzo Tlaxipehuala,0022
21,071,0038,Xaltepec,0428
21,071,0021,Papatlatla,0428
21,113,0014,Loma Bonita,0059
21,191,0007,Zaragoza de la Luz,0021
21,191,0003,Guadalupe Tulcingo,0021
21,010,0038,Moyotepec,0066
21,043,0039,Zacatipan,0029
21,141,0006,San José Agua Zarca,0015
21,147,0003,La Concepción,0042
21,166,0006,La Magdalena,0033
21,170,0007,Itzoteno (San Miguel),006A
21,177,0021,Tecaltzingo,0287
21,205,0013,Llano Grande,0052
13,016,0010,Chacalapa,0027
13,016,0024,Las Puentes,0027
21,071,0017,Mesa de Capulines,0076
21,074,0112,Primer Barrio,0097
21,075,0004,La Aurora,0018
21,186,0061,Ilita,0036
21,186,0026,Pezmatlán,0036
21,070,0031,Álvaro Obregón (Barranca San Miguel),0026
21,070,0031,Álvaro Obregón (Barranca San Miguel),0026
21,206,0014,El Rosario Xochitiopan,0011
21,114,0405,Conjunto Campestre Haras,1088
21,053,0150,Lázaro Cárdenas (Tzitla),0082
21,053,0005,Atlamaxac,0097
21,053,0018,Loma Alta,0097
21,008,0008,Tenejaque,0015
21,071,0015,Ixhuacatla,0428
21,071,0032,Texcapa,0057
21,114,0513,San Miguel la Venta,1321
21,015,0094,Edgardo Amilcar Campos [Colonia],0058
21,010,0002,San Sebastián Alcomunga,0085
21,153,0008,Santa Cruz Ajajalpan,0016
21,015,0055,Haras Ciudad Ecológica,0062
21,035,0003,Chichiltepec,0065
20,545,0004,Vigastepec,0030
24,017,0013,Domingo Gámez,0041
24,017,0014,Entronque de Matehuala (El Huizache),0179
24,003,0064,El Rosario,0084
24,007,0009,La Cruz,0100
24,007,0156,Fraccionamiento Llanos de San Gabriel,012A
24,035,0278,Valle de San Pedro,0088
24,035,0276,Fraccionamiento Buenaventura,0088
24,010,0077,Puerto de San Juan de Dios,0021
24,010,0034,La Encarnación,052A
24,011,0003,Barrio de Guadalupe,0033
24,014,0077,Plan de los Jobos Segunda Sección,0016
24,013,0241,Villa Fierro,0339
24,016,0003,Estación Auza,0044
24,007,0006,La Boquilla,0098
11,043,0007,Álamos de Martínez,0025
24,024,0046,La Muralla,0116
24,024,0037,El Jabalí,0188
24,009,0006,Joyita de la Cruz,0016
24,028,0256,Fracción Milpillas,0100
24,044,0011,La Punta (San José de la Punta),0227
32,007,0011,Los Encinos,0285
24,045,0126,Los Trejos,0154
24,046,0055,Puerto Espino,0024
32,038,0019,Colonia Belisario Domínguez (Las Güeritas),0192
24,047,0019,Santa Rosa la Masita,0106
24,047,0040,San Antonio de los Regalado,0017
24,047,0051,Santa Rita de los Hernández,0074
24,049,0024,Noria del Gato,0100
24,049,0021,Lagunillas,0327
24,050,0053,Saucillo,0050
24,050,0050,San Miguel,0116
24,054,0223,El Rincón,005A
24,056,0018,La Lajita,0020
24,056,0015,Guardarraya,0016
25,001,0475,Cuchilla Vieja,1523
25,001,0243,Bolsa de Tosalibampo Uno,1434
25,010,0227,La Genoveva,0990
25,010,1398,La Arrocera,101A
25,017,1522,El Amapal,0915
25,001,0942,Macapul [Almacenes],1542
25,001,0530,Choacahui,1491
25,001,1331,Topolobampo [Parque Industrial],1557
25,001,0129,Dieciocho de Marzo,1557
25,001,0147,Goros Pueblo,1504
25,001,0701,Camayeca,1504
25,010,0625,Téroque Viejo,0990
25,001,0703,Cinco de Mayo,1561
25,015,0003,Álamo de los Montoya,0605
25,003,0279,Saca de Agua,0835
25,014,0057,El Tablón Número Dos,0400
25,014,0435,Tablón Viejo,0400
25,005,0249,El Portezuelo,0435
25,006,0330,La Estancia de Abajo,2871
25,006,0133,Las Arenitas,2710
25,006,1044,El Robalar,2710
25,006,1336,La Chilla,2814
25,006,0421,Jesús María,4473
25,006,0578,El Pozo,2532
25,006,1305,Carboneras,259A
25,006,1063,Las Milpas Número Dos (Las Milpas),2744
25,006,0569,Portaceli,2852
25,006,0997,Soyatita (Cruz Segunda),2941
25,006,1225,Tierra y Libertad Uno,2797
25,006,0198,El Camalote,2848
25,006,0132,La Anona,2424
25,006,0397,Las Higueras,2458
25,006,0739,Los Vasitos,2706
25,006,0495,Monte Verde de Villa (El Verde),2693
25,006,0364,Ejido Francisco Villa,2903
25,006,1720,La Limita de Itaje,2585
25,006,3134,Guadalupana la Piedra,2636
25,006,3373,El Álamo [Campestre],2570
25,006,1403,Huanacaxtle,280A
25,006,2282,Comunidad Diego Valadez,2710
25,006,3134,Guadalupana la Piedra,2636
25,007,0249,El Vado (El Cerrito),0590
25,007,0382,Güillachapa,0603
25,008,0020,Ejido la Ventana (El Carrizo),0418
25,008,0164,Celestino Gazca Villaseñor,0507
25,008,0404,Playa Ceuta,0437
25,008,0072,El Roble,0460
25,010,0128,El Mezquitalito,0914
25,010,0207,Tres Garantías,1005
25,010,0051,La Carrera,0844
25,010,0072,Chinobampo,0789
25,010,0216,Zozorique,0793
25,010,0119,Llano de los Soto,0740
25,010,0033,Buena Vista,0914
25,010,0033,Buena Vista,0914
25,010,0559,Taxtes Viejos (La Cuera),0990
25,001,0703,Cinco de Mayo,1561
25,010,1341,Colonia 12 de Agosto,0863
25,011,0963,Colonia Paul,1002
25,011,0085,Casa Blanca,1089
25,011,0120,El Dorado Número Uno,1040
25,011,0111,Chino de los López,1055
25,011,0106,Cuesta de Arriba,1074
25,011,0107,La Cuestona,1074
25,011,0251,San Rafael (General Miguel Valle Dávalos),1002
25,011,0281,El Toruno,095A
25,011,0605,La Cuerda,0998
25,017,1450,Colonia 6 de Mayo,1025
25,017,0511,Sanaria,1025
25,017,0552,El Macapule,1025
25,017,0216,La Presita,0987
25,011,0912,Agua Blancona,1040
25,011,0480,La Entrada Vieja,1040
25,011,0168,Miguel Alemán,0979
25,011,0043,Las Américas,1002
25,011,0370,Las Crucecitas,1040
25,017,0244,Ruiz Cortines Número Tres,0915
25,017,1522,El Amapal,0915
25,011,0115,La Chuparrosa,1040
25,011,0095,El Crucero,1093
25,017,0638,Alfredo V. Bonfil (Siete Ejidos),103A
25,011,0358,Ladrilleras de Ocoro,0945
25,012,1185,La Mora Escarbada,2120
25,012,1189,El Vainillo,2120
25,012,0210,El Habal,1160
25,012,0483,Las Higueras del Conchi,1207
25,012,0197,Los Gavilanes,1211
25,003,0743,La Majada de Arriba,0888
25,015,0008,Caitime,061A
25,015,0043,Terrero de los Guerrero,0624
25,003,0845,Jurisdicción de Arriba,0820
25,003,0856,San Nicolás del Sitio (Sitio de Arriba),077A
25,013,0132,Higuera de los Vega,0441
25,013,0157,Los Letreros,0422
25,013,0256,Potrero de los Sánchez (Estación Techa),0579
25,013,0053,Caimanero,0615
25,013,0282,Estación Retes,0615
25,018,0523,Constituyentes de Sinaloa,0433
25,014,0029,Loma del Zorrillo,0504
25,014,0287,El Matadero,0449
25,014,0013,Copales,0472
25,002,0044,Estación Acatita,0306
25,013,0019,Alhueycito,0441
25,017,1002,Tierra Blanca,0991
25,015,0006,Las Cabezas,0662
25,013,0179,Mazate de los Sánchez,0441
25,013,0132,Higuera de los Vega,0441
25,017,0206,Potrerillos,1006
25,017,0076,Cubiri de la Cuesta,0949
25,017,0638,Alfredo V. Bonfil (Siete Ejidos),103A
25,011,0291,El Zopilote,0964
25,017,0141,La Loma de Lugo,1025
25,017,0847,Naranjo Segundo,092A
25,017,0581,Campo Seis,092A
25,017,0197,La Playa,0934
25,018,0003,Aguapepito,0607
25,018,0107,Santa Fe,0490
25,018,0036,Campo Cinco Hermanos (Emiliano Zapata),0522
25,018,0084,Patagón,0522
25,018,0070,Lo de Reyes,0522
25,018,0068,El Limoncito,0486
25,018,0098,Rosa Morada,0607
25,018,0017,Bariometo,0490
25,018,0511,Monte Calvario,0537
25,006,1684,La Platanera (El Pizal),2566
25,018,0190,Buenos Aires,0556
25,018,0227,Ciudad de los Niños,0541
25,006,3141,Bachigualatito,2621
25,018,0199,Campo Balbuena,0556
25,018,0349,San Luis,0560
25,018,0006,Altata,0503
26,001,0003,La Estancia,0093
26,001,0007,San Pablo (San Pablo de Aconchi),0089
26,003,0283,El Zapote,1221
26,003,0256,Tapizuelas,126A
26,003,0174,Osobampo,0952
26,017,0037,Rodolfo Campodónico,1814
26,017,0398,Adolfo Orive de Alba,1814
26,017,0898,Poblado San Felipe,1833
26,018,0076,Antonio Rosales,1756
26,018,0526,Zona de Granjas (Granjas Mica),1690
26,018,0393,Nueva Casa de Teras,1807
26,021,0107,Rancho la Virgen,0429
26,025,0069,Úrsulo Galván,0396
26,025,0037,La Palma,0396
26,026,0186,San Pedro Viejo,0393
26,026,0077,La Vasconia (Del Apellido Vasco),043A
26,026,0128,Siete Leguas,0393
26,027,0043,Adolfo Ruíz Cortínez,048A
26,029,0179,Palo Verde,1656
26,029,1704,Campestre San Alberto,1938
26,029,1263,Lomas de Colosio,1923
26,029,1637,Villa Bemela,1904
26,029,1708,Campestre Corceles,1904
26,029,0631,El Renacimiento,1904
26,030,0928,La Galera,4098
26,030,3095,La Habana Tres,4331
26,030,0281,La Habana Número Dos,4435
26,030,0347,Mineros de Pilares,4469
26,030,4029,La Polka,4026
26,030,0403,Plan de Ayala,4628
26,030,1214,El Choyudo (Los Japoneses),4806
26,030,0866,Suaqui de la Candelaria,4026
26,030,1967,Narciso Mendoza,4539
26,030,3025,Corrales San Juanero,4079
26,030,4033,Nueva Europa,4219
26,030,2056,Ejido Nuevo San Miguel,4331
26,030,1862,El Crucero (Cero Norte),4308
26,030,0608,El Saucito,3812
26,030,3903,El Ocotillo [Fraccionamiento],3795
26,030,0783,Fructuoso Méndez,3954
26,030,3816,Real del Molinito [Campestre],3827
26,033,0115,Playa los Baños,0491
26,033,0086,Sonora Sinaloa (Bamocha),0472
26,033,0103,Totoliboqui,0472
26,033,0052,Júpare,0379
26,033,0077,La Primavera,0379
26,033,0088,El Tábare,0379
26,033,0040,Francisco Sarabia,0468
26,033,0285,Faustino Félix Serna,0519
26,033,0107,10 de Abril,0453
26,033,0056,Estación Luis,0449
26,043,0485,Campestre el Potrero,0708
26,042,0126,Tetapeche,0895
26,042,0735,San Francisco,0908
26,042,0136,Sapomora,0908
26,042,0021,Rancho Camargo,0908
26,043,0239,Cíbuta,0712
26,048,0245,Agua Zarca,1825
26,048,0272,Playa Dorada (Playa Norte),1948
26,050,0020,La Paz (La Paz de Rayón),0204
26,051,0015,Cedros,0644
26,055,0039,El Fronterizo,1410
26,055,0147,Los Tornero,1406
02,002,0258,Ejido Plan de Ayala,3672
26,055,0364,El Barrote,1302
26,057,0206,Batuc Viejo,0351
26,064,0028,Los Fresnos,038A
26,066,0082,El Sauz (Sauz de Ures),0469
26,066,0026,La Estancia,0488
26,066,0030,Guadalupe (Guadalupe de Ures),0488
26,066,0077,San Rafael,0488
27,001,0064,San Juan,0242
27,003,0331,Caparroso,0209
27,014,0054,Chiltepec (Sección Pénjamo),0062
27,005,0067,Tránsito Tular,0063
27,006,0055,Reforma,0022
27,004,0152,Plátano y Cacao 2da. Sección (La Isla),0371
27,004,0150,Plátano y Cacao 4ta. Sección,0371
27,010,0023,Mecoacán,0044
27,009,0010,Chichonal 1ra. Sección,0062
27,015,0100,División del Norte,0021
27,004,0286,Alvarado Santa Irene 2da. Sección (El Taizal),0475
27,017,0002,Acatlipa,0172
27,017,0054,Nueva Esperanza,0168
07,065,0064,Lindavista (Chiniquijá),0223
27,001,0044,Mactún,0365
27,006,0017,Cumuapa 1ra. Sección,0075
27,004,0090,Estancia Vieja 1ra. Sección,0422
27,008,0129,Unidad Modelo Sábana Larga,0332
27,008,0123,Gregorio Méndez,0351
07,068,0102,Platanar Abajo 2da. Sección (Unidad Chiapaneca),0028
07,074,0014,Macayo 3ra. Sección,0010
27,002,0160,Benito Juárez (La Playita),0517
27,004,0035,Anacleto Canabal 3ra. Sección,0386
07,074,0014,Macayo 3ra. Sección,0010
30,048,0286,Fraccionamiento los Mangos,0024
30,079,0009,Buenavista,004A
30,122,0028,Nuevo Mangal,0038
30,122,0011,Minzapan,0057
30,105,0049,Paso Colorado,0022
30,059,0206,El Manantial [Centro de Población Agrícola y Ganadera],0028
30,101,0007,Loma Grande,0095
30,187,0006,Piedras Grandes,0013
30,003,0027,San Ángel,0018
30,073,0090,Nacaxtlito,0120
30,003,0012,Esperanza Malota,0022
30,003,0014,El Hato,0075
30,003,0033,Tecuanapa,0183
30,003,0034,Tierra Colorada,0056
30,003,0033,Tecuanapa,0183
30,034,0006,Colonia Morelos (El Veinticinco),0086
30,061,0878,La Guadalupe (El Jabón),0257
30,061,0876,Las Piedras,0079
30,061,0324,Pueblo Viejo,0242
30,061,0580,El Azufre,0346
30,061,0043,Alto Uxpanapa (El Amate),0153
30,061,0378,El Sahuayo,0030
30,061,0007,Cuauhtémoc Pedregal,0134
30,061,0876,Las Piedras,0079
30,061,0745,Malpaso (Malpasito),0261
30,087,0158,La Cúspide,0287
30,065,0073,La Cumbre,0078
30,044,0117,Santa Teresita (Segunda Manzana del Barreal),0237
30,044,0217,Los Lienzos,0237
30,044,0118,La Palma (Tercera Manzana del Barreal),0237
30,072,0022,Palo Bendito,0049
30,073,0017,La Gloria,0116
30,141,0174,Vista Hermosa II,0137
30,134,0029,Remudadero,0039
30,134,0033,Tamarindo,0024
30,010,0047,Colonia Ejidal Guadalupe Victoria,0012
30,089,0019,San Lorenzo,0012
30,019,0007,Choapa,0018
30,080,0005,Ixcapantla,0036
30,010,0015,Lerdo de Tejada,0050
30,012,0019,Los Pinos (Buena Esperanza),0017
30,005,0004,Atzizintla,0012
30,010,0105,Xocotla,0050
30,011,0012,Moral y Mosquitero,0062
30,011,0014,La Piedra,0289
30,014,0050,Rancho Trejo,0026
30,044,0052,San José de Tapia,0241
30,015,0310,Fraccionamiento los Idolos,0038
30,126,0138,Yucatán,0018
30,016,0010,La Posta,0016
30,014,0035,Ignacio Zaragoza,0026
30,079,0011,Caltzontepec,004A
30,093,0007,El Pueblito (Garbanzal),0015
30,087,0124,La Haciendita,0287
30,032,0076,Barra de Sontecomapan,0147
30,032,0041,Matalcalcinta,0043
30,035,0004,La Ceiba,0026
30,087,0157,Humberto Aguirre Cruz,0821
30,038,0236,Hacienda los Cafetales,0013
30,039,0178,Villa San Martín,0203
30,111,0011,Nuevo Teapa,0015
30,206,0050,Democracia y Libertad,003A
30,040,0009,Furberos,0030
30,051,0014,San Marcos,0034
30,051,0007,La Lima,002A
30,080,0024,Matlaquiáhuitl,0036
30,014,0051,Colonia San Francisco,0045
30,045,0185,El Coyol (Kilómetro 11),0145
30,084,0062,Las Cuatas,0054
30,054,0003,Arroyo del Soldado (Arroyo del Obispo),0110
30,049,0123,La Tinaja,0089
30,051,0007,La Lima,002A
30,196,0017,Los Mangos,0012
30,069,0065,Ejido Soto y Gama,0024
30,071,0004,Amatiopa (Mesa Limón),0037
30,071,0032,Tlavictepan,0022
30,075,0026,Pozo de Arena,0055
30,077,0031,Garza Blanca,0079
30,077,0233,Palma de Oro,0079
30,077,0056,Viloria Viejo,0026
30,105,0061,Rancho del Padre,0018
30,108,0107,Emiliano Zapata,0077
30,108,0037,La Concepción,0683
30,108,0144,La Reforma,0166
30,210,0121,Rafael Murillo Vidal,0117
30,149,0018,Mirador Saltillo,0099
30,149,0051,Hilario C. Salas,007A
30,105,0040,Mata Ortiz,0018
30,102,0071,Villanueva,011A
30,102,0067,La Unión Paso Largo,0336
30,082,0054,El Túnel,0026
30,123,0007,Jopoy,0069
30,123,0039,Ex-Hacienda Chintón (La Quina),0266
30,123,0501,Ejido Tancoco,0196
30,131,0022,Cerro del Mesón,1092
30,069,0005,Carrillo Puerto (Santa Rosa),0024
30,069,0019,Paguas de Coronado,0024
30,124,0119,Veinte de Noviembre,0189
30,124,0006,Ignacio Allende,0140
30,124,0039,Francisco I. Madero,0140
30,066,0022,Poza Larga Zapotal,0018
30,151,0020,La Encarnación,0082
30,151,0075,Estero de Milpas,0063
30,155,0178,El Sabroso Uno Crucero Palmito,0166
30,155,0178,El Sabroso Uno Crucero Palmito,0166
30,155,0710,La Unidad,0166
30,155,0160,Moralillo,0382
30,160,0062,Hidalgo Amajac,0109
30,160,0002,Aguacate de Vinazco,0128
30,160,0025,La Camelia (Palo Blanco),0096
30,160,0004,Agua Nacida,0147
30,161,0044,Pochuco,0144
30,161,0248,Guayalitos,0125
30,205,0072,Cuve de los Marcos,0225
30,161,0006,Corozal,0144
30,004,0034,Paso del Cedro,0072
30,004,0035,Paso de la Milpa,0091
30,009,0183,Yerbabuena,0030
30,009,0018,Cerrillos de Díaz,0064
30,023,0127,La Noria (Arrieral),0059
30,058,0010,Ahuimol Tzimpiasco,0088
30,058,0306,Tecuapa,0088
30,058,0339,Lindero Achupil,0088
30,083,0024,Huexotitla,0023
30,124,0018,Caristay,0013
30,066,0009,El Ermitaño,0056
30,045,0395,El Cerrito,0766
30,054,0043,Arroyo Claro,0040
13,028,0220,Charco Azul,0051
13,025,0040,Tecoluco Calpan,0011
13,028,0035,Cruztitla,0013
13,046,0016,Cuamecaco,0030
30,058,0070,Monte Grande,0020
30,058,0079,Pastoría,0016
30,058,0279,Ejido las Vegas,0069
13,025,0028,La Mesa,0045
30,058,0133,Alaxtitla Morenotlán,0035
30,058,0145,Nuevo Tecerca,0020
30,058,0043,Francia Nueva,0054
30,035,0007,El Crucero,0011
30,070,0018,Ignacio Allende el Grande,0326
30,063,0048,Tamalcuatitla,0069
30,078,0023,Tzicuatitla,0023
30,083,0055,La Pita,0019
30,083,0010,Cacahuatengo,0023
30,083,0037,Llano Enmedio,0023
30,105,0030,Ixcoalco,0022
30,090,0033,El Rincón,0028
20,057,0009,Colonia Gabriel Ramos Millán,0161
30,091,0457,Fidel Herrera Beltrán,0097
30,112,0094,Fraccionamiento de los 4 Soles,0046
30,166,0012,Vicente Guerrero (Tepetates),0013
30,117,0037,Tecoloteplán (Estación Omealca),0019
30,126,0040,El Tejón,0041
30,126,0135,Colonia el Cocuíte (La Santísima),0041
30,100,0059,Curva del Paso Real,0011
30,148,0080,Puerta de Mata Anona,002A
30,101,0046,La Loma,0108
30,128,0010,Libertad,0065
30,128,0006,El Frijol Colorado,0012
30,128,0007,La Gloria,0084
30,055,0029,Zapotitla,0014
30,130,0093,Vicente Guerrero,010A
30,132,0018,Úrsulo Galván,0015
30,074,0002,Donato Guerra,001A
30,141,0281,Ampliación Caravaca (Kilómetro 30),0067
30,032,0084,Perla de San Martín,0147
30,142,0006,Bellaco,0098
30,142,0066,Tizamar,0083
30,142,0027,Ejido Monte Verde,012A
30,141,0036,Francisco I. Madero,0086
30,143,0022,Francisco I. Madero,0076
30,143,0346,Valle Verde,0038
30,006,0003,Aguachinola,0039
30,006,0017,Tecamalucan,0039
30,020,0039,Terrero,0019
30,115,0019,Taza de Agua Ojo Zarco,0014
30,154,0007,La Ceiba Ocampo,0012
30,157,0030,Nueva Reforma,0014
30,157,0025,Teayo,0029
30,124,0110,Tenixtepec,0066
30,159,0010,Xopilapa,0019
30,169,0200,Tierra y Libertad,0087
30,116,0023,Ojapa,0011
30,144,0132,San Antonio,0054
30,173,0018,Laguna Chica (Pueblo Nuevo),008A
20,021,0003,Colonia Agrícola Miguel Hidalgo,0031
30,173,0032,Puente Chilapa,0111
30,174,0117,El Tamarindo,0015
30,174,0550,Nuevo Laguna Escondida,0176
30,174,0560,Loma de la Villa,002A
30,174,0002,El Amate,0104
30,175,0042,Nuevo Progreso (Kilómetro 12),0050
30,175,0171,Los Pinos,0031
30,175,0066,San Nicolás,0169
30,175,0030,La Isla (Kilómetro 10),0050
30,157,0059,Ignacio Zaragoza,0033
30,181,0099,La Tranca,0113
30,181,0400,Colonia Leandro Valle,0043
30,181,0054,El Moste,0081
30,181,0212,Colonia Fernando Gutiérrez Barrios,0151
30,181,0361,Colonia las Flores (La Boca),0151
30,087,0027,Xoloxtla,0431
30,183,0070,La Granja,0014
30,183,0018,San Isidro,0014
30,189,0047,Juana Moza,0056
30,189,0480,Ampliación Fraternidad Antorchista,0041
30,191,0009,El Limoncito,0016
30,180,0022,La Pahua,0012
30,210,0019,Bajo Grande,016A
20,407,0064,Dos Arroyos (La Paz),0034
30,210,0108,Paso del Moral,0193
30,210,0060,Francisco Villa Dos,0189
30,210,0078,Jorge L. Tamayo (Poblado Dos),0259
20,407,0064,Dos Arroyos (La Paz),0034
30,211,0026,El Faisán,0218
30,211,0121,Fidelidad,0190
30,212,0020,Ejido Sergio Vera Cervantes,008A
20,205,0066,José López Portillo,0043
30,212,0061,Nuevo Ideal de Arriba,0094
30,212,0037,General Lázaro Cárdenas,0041
30,112,0094,Fraccionamiento de los 4 Soles,0046
30,105,0299,Colonia Clara Córdoba Morán,0018
05,014,0022,Santa María,0422
05,004,0061,Los Lirios,0271
05,006,0071,Soledad,0581
19,037,0026,Espinazo (Espinazo Nuevo León),0541
05,026,0006,San Alberto,0122
05,009,0053,Seis de Octubre (Santo Niño),0456
05,009,0050,Santa María (Santa María de Arriba),0441
05,009,0042,Saloña (Tres Norias),0437
05,009,0062,Las Virginias,0456
05,009,0021,Finisterre,0418
05,033,0048,Nuevo Mundo,0663
05,009,0091,La Nueva Trinidad,0422
05,010,0176,Colonia Diana Laura Riojas de Colosio,0103
05,010,0002,La Cruz,0103
05,010,0222,San Antonio (Nuevo Paraíso),0419
05,011,0038,Marte (Estación Marte),0331
05,011,0027,Presa de Guadalupe (Guadalupe),044A
05,014,0016,La Potasa,0422
05,014,0009,Nueva Jarita,048A
05,014,0004,El Divisadero,0418
05,015,0003,Don Martín,0379
05,015,0138,"Don Martín [Club de Caza, Tiro y Pesca]",0364
05,036,0005,Buenavista,0468
05,017,0160,Corea,0354
05,035,0174,Nuevo Mieleras (La Tres),062A
05,036,0030,La Rosita,0504
10,012,0193,Nazareno de Abajo,0908
05,033,0231,Presa de Guadalupe (Vida Nueva),0752
05,035,0187,Ricardo Flores Magón,2147
05,009,0036,Nuevo León,0761
05,009,0003,Alamito,0761
05,017,0029,Maravillas,0072
05,020,0439,Nogalitos,0951
05,038,0025,La Maroma,0532
05,023,0032,Las Eutimias,2818
05,011,0074,El Tejocote,044A
05,024,0076,La Requena (La Requena de Fátima),1408
05,024,0161,Providencia (Maravillas Uno),1408
05,024,0169,El Sacramento (Sacramento de la Jarosa),1431
05,024,0083,San Francisco del Progreso,1588
05,024,0060,Paila,1450
05,024,0085,San Isidro,1554
05,024,0102,Santa Isabel y Santa Rita,1520
05,024,0018,Santa Cecilia (La Cecilia),1592
05,026,0079,Mexiquito,0118
05,027,0726,Valle del Mimbre,1132
05,027,0290,San Ignacio,1077
05,027,0079,Rancho Nuevo,119A
05,030,1144,Sector l Vynmsa [Parque Industrial],3191
05,028,0005,Puente Negro,0786
05,030,0073,Agua Nueva,3276
19,017,0474,Las Esperanzas,0784
05,030,0214,San Juan de la Vaquería,3257
05,030,0114,El Derramadero,3242
05,030,0209,San José de la Joya,052A
05,024,0089,San José de la Unión,1944
05,024,0058,Notillas,1944
05,027,0728,Sector ll Vynmsa [Parque Industrial],1293
05,021,0009,Nuevo Poblado de Sardinas,0179
05,021,0002,Villa de Bucareli (La Villita),0198
05,031,0113,Santa Gertrudis,0669
05,033,0095,Santa Eulalia,1553
05,033,0107,Tacubaya,0860
05,033,0110,El Triángulo,1515
05,033,0101,Santiago,0911
05,033,0110,El Triángulo,1515
05,033,0063,Reynosa,1515
05,033,0084,San Miguel,1568
05,009,0046,San José de la Niña,0441
05,017,0149,Rancho de Afuera,0072
05,035,0187,Ricardo Flores Magón,2147
05,017,0068,Corona,0335
05,035,0204,Providencia,2132
05,017,0072,Las Palomas,0123
05,036,0061,La Siete (Laguna Seca),0504
05,012,0021,Guadalupe,0343
05,038,0041,San Fernando (Dávila),0513
06,001,0341,Colonia Flor de Coco,001A
06,001,0009,Cuyutlán,0039
06,007,0129,Francisco Villa,0117
06,007,0070,Punta de Agua de Camotlán,0117
06,009,0147,Tecolapa,0018
06,003,0023,Nogueras,0033
08,006,0011,Francisco I. Madero,0161
08,006,0043,San Juan de los Ojos,0161
08,010,0111,Primero de Mayo (San Francisco),1181
08,010,0276,Colonia el Valle,1209
08,012,0025,Ranchería Guahuachérare,0506
08,014,0010,Conquista Agraria,0337
08,038,0010,El Carrizo,0574
08,038,0010,El Carrizo,0574
08,038,0041,La Regina,0574
08,038,0010,El Carrizo,0574
08,040,0044,Las Varas (Estación Babícora),1195
08,021,0371,Colonia Terrazas,0793
08,038,0012,Colonia Esperanza,0574
08,038,0041,La Regina,0574
08,054,0178,La Nueva Paz,0277
08,048,0044,Nuevo Namiquipa,0890
08,054,0047,Campo Ochenta y Cuatro,0277
08,054,0097,Campo Treinta y Ocho y Medio,0332
08,011,0138,Rancho Viejo,2685
08,018,0069,San Bernabé,0285
